City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,ambon,-3.6954,128.1814,31.08,66,40,4.12,ID,1684897039
281,aioun,16.6614,-9.6149,31.49,26,96,4.49,MR,1684897217
282,aykhal,66.0,111.5,1.25,79,95,6.22,RU,1684897095
283,port hedland,-20.3167,118.5667,28.03,15,2,6.69,AU,1684897105
284,port elizabeth,-33.918,25.5701,11.29,77,0,2.57,ZA,1684896955
285,'ain benian,36.8028,2.9219,18.03,85,96,1.84,DZ,1684897218
286,murun-kuren,49.6342,100.1625,12.15,42,18,8.12,MN,1684897108
287,cromer,52.9312,1.2989,10.04,79,100,4.48,GB,1684897219
288,obo,5.3998,26.4869,19.67,97,87,0.21,CF,1684897219
289,kismayo,-0.3582,42.5454,25.5,83,1,3.98,SO,1684897220
290,santa ana,33.7456,-117.8678,19.29,85,100,4.12,US,1684897034
291,durazno,-33.4131,-56.5006,20.63,83,100,7.46,UY,1684897220
292,hermanus,-34.4187,19.2345,14.41,69,100,1.64,ZA,1684897066
293,san nicolas,18.1725,120.5953,31.95,66,20,2.57,PH,1684897221
294,thisted,56.9552,8.6949,8.41,91,74,3.91,DK,1684896794
295,college,64.8569,-147.8028,20.97,28,40,3.09,US,1684896776
296,kruisfontein,-34.0033,24.7314,11.64,60,49,1.94,ZA,1684897127
297,rio grande,-32.035,-52.0986,18.54,91,70,4.03,BR,1684897043
298,bani suwayf,29.0744,31.0979,22.16,54,0,3.23,EG,1684897222
299,tofol,5.3248,163.0078,28.09,80,59,6.6,FM,1684897222
300,plettenberg bay,-34.0527,23.3716,12.22,66,85,1.07,ZA,1684897223
301,capim grosso,-11.3811,-40.0128,21.5,81,98,2.88,BR,1684897223
302,bir el djir,35.72,-0.545,16.47,77,75,0.51,DZ,1684897223
303,arsen'yev,44.1631,133.2733,24.55,30,0,3.52,RU,1684897224
304,bcharre,34.2508,36.0106,12.32,39,1,0.88,LB,1684897224
305,stephenville,32.2207,-98.2023,24.58,76,0,3.09,US,1684897205
306,saidpur,25.7777,88.8917,29.05,54,96,2.81,BD,1684897224
307,lata,40.1629,-8.3327,15.6,81,18,1.86,PT,1684897078
308,sieradz,51.5958,18.7302,14.71,96,100,4.52,PL,1684897134
309,argo,37.6333,22.7333,16.55,71,8,1.35,GR,1684897097
310,walvis bay,-22.9575,14.5053,12.83,93,1,3.09,NA,1684897158
311,saint-pierre,-21.3393,55.4781,22.54,88,100,2.57,RE,1684897161
312,yokadouma,3.5167,15.05,20.73,96,100,0.53,CM,1684897226
313,kupang,-10.1667,123.5833,31.32,58,20,3.6,ID,1684897226
314,egilsstadir,65.2653,-14.3948,5.95,52,75,12.35,IS,1684897033
315,letlhakane,-21.4167,25.5833,15.2,67,0,4.1,BW,1684897227
316,vallenar,-28.5708,-70.7581,12.01,86,0,1.13,CL,1684897228
317,ipora,-16.4419,-51.1178,16.33,64,0,2.25,BR,1684897032
318,berezovyy,51.6667,135.7,21.23,39,100,1.96,RU,1684897228
319,holmsund,63.706,20.3641,9.97,93,0,2.24,SE,1684897229
320,la passe,45.5549,-0.8967,15.13,82,8,6.77,FR,1684897061
321,myitkyina,25.3833,97.4,35.03,32,100,1.43,MM,1684897229
322,ringas,27.35,75.5667,32.34,41,42,7.36,IN,1684897230
323,lobujya,27.95,86.8167,-0.16,59,27,0.24,NP,1684897231
324,bambari,5.768,20.6757,22.69,78,90,0.93,CF,1684897231
325,kidal,18.4411,1.4078,31.59,17,50,4.5,ML,1684897231
326,port blair,11.6667,92.75,31.02,74,20,3.6,IN,1684897233
327,clovis,36.8252,-119.7029,27.94,37,40,6.69,US,1684897161
328,marsala,37.7966,12.4352,17.74,82,0,1.03,IT,1684897235
329,banka,24.8833,86.9167,33.57,37,0,3.02,IN,1684897235
330,villa gesell,-37.2639,-56.973,18.36,92,100,3.65,AR,1684897237
331,karratha,-20.7377,116.8463,25.37,20,1,4.1,AU,1684897087
332,bentota,6.4254,79.9948,28.58,74,11,4.87,LK,1684897237
333,esquel,-42.9,-71.3167,0.89,97,53,5.53,AR,1684897238
334,fortuna,40.5982,-124.1573,13.19,83,40,5.66,US,1684897077
335,ha long,20.9511,107.08,30.77,62,100,3.68,VN,1684897239
336,uturoa,-16.7333,-151.4333,26.77,77,80,5.75,PF,1684897131
337,tucumcari,35.1717,-103.725,17.19,70,14,6.59,US,1684897240
338,oliver,49.1831,-119.5524,19.95,42,100,2.57,CA,1684897240
339,celestun,20.8667,-90.4,27.3,73,3,5.09,MX,1684897240
340,correntina,-13.3433,-44.6367,21.27,59,99,2.01,BR,1684897241
341,blackwater,-23.5833,148.8833,25.42,23,0,6.0,AU,1684897241
342,liman,48.9884,37.8023,14.84,97,100,2.51,UA,1684897241
343,ushibukamachi,32.1906,130.0228,21.08,50,41,4.2,JP,1684897242
344,i-n-salah,27.1935,2.4607,23.54,15,75,3.8,DZ,1684897163
345,am timan,11.0297,20.2827,30.6,35,5,2.61,TD,1684897242
346,arraial do cabo,-22.9661,-42.0278,22.06,84,16,7.09,BR,1684897036
347,krasnyy chikoy,50.3643,108.7512,15.6,33,37,3.56,RU,1684897242
348,tamiahua,21.2667,-97.45,26.33,83,11,4.47,MX,1684897243
349,pak phanang,8.3511,100.202,33.35,54,26,0.82,TH,1684897243
350,puerto aysen,-45.4,-72.7,4.84,100,100,1.71,CL,1684897243
351,newnham,-41.3833,147.1333,13.81,90,100,8.75,AU,1684897243
352,ar rass,25.8694,43.4973,27.77,35,100,9.61,SA,1684897244
353,zheshart,62.0731,49.5733,17.33,68,83,1.76,RU,1684897244
354,sena madureira,-9.0656,-68.6569,23.05,98,77,0.15,BR,1684897245
355,alcains,39.9164,-7.4566,12.66,83,15,1.52,PT,1684897245
356,inari,68.906,27.0288,11.11,88,97,0.88,FI,1684897245
357,iskateley,67.6803,53.1512,16.38,55,15,4.62,RU,1684897064
358,kasongo-lunda,-6.4667,16.8167,21.14,95,41,0.46,CD,1684897246
359,santa cruz,-17.8,-63.1667,21.7,94,40,2.06,BO,1684897166
360,hobyo,5.3505,48.5268,27.68,75,100,3.21,SO,1684897246
361,petropavlovsk-kamchatsky,53.0452,158.6483,10.33,50,75,2.0,RU,1684897051
362,san rafael,-34.6177,-68.3301,13.93,48,0,2.35,AR,1684897247
363,la cumbre,-30.982,-64.4914,18.43,80,100,4.11,AR,1684897247
364,baruun-urt,46.6806,113.2792,18.45,27,100,2.72,MN,1684897247
365,eenhana,-17.4667,16.3333,15.41,37,6,2.65,NA,1684897248
366,nevel'sk,46.6733,141.8633,6.3,81,2,7.57,RU,1684897248
367,mutuali,-14.8706,37.0044,15.38,90,3,1.26,MZ,1684897248
368,darwin,-12.4611,130.8418,29.38,54,75,5.66,AU,1684897075
369,hafar al-batin,28.4328,45.9708,29.32,34,20,4.12,SA,1684897249
370,fort st. john,56.2499,-120.8529,6.94,81,100,1.54,CA,1684897116
371,kingston,17.997,-76.7936,27.53,84,40,1.03,JM,1684897240
372,khandyga,62.6667,135.6,11.4,33,94,0.59,RU,1684897106
373,ulsan,35.5372,129.3167,21.27,46,100,2.83,KR,1684897126
374,kununurra,-15.7667,128.7333,26.99,32,4,6.17,AU,1684897084
375,nattheim,48.6996,10.2421,10.7,84,50,1.29,DE,1684897250
376,emerald,-23.5333,148.1667,25.19,29,0,3.48,AU,1684897047
377,vilyuchinsk,52.9306,158.4028,11.15,95,90,2.52,RU,1684897250
378,greymouth,-42.4667,171.2,13.2,64,36,0.79,NZ,1684897251
379,ust'-kut,56.7938,105.7672,7.42,81,100,1.82,RU,1684897251
380,usogorsk,63.4106,48.6872,16.07,73,69,2.26,RU,1684897074
381,barra do corda,-5.5,-45.25,25.67,70,100,0.88,BR,1684897252
382,saint-philippe,-21.3585,55.7679,21.77,82,95,1.71,RE,1684897056
383,hirara,24.8,125.2833,26.15,69,40,4.12,JP,1684897252
384,el calafate,-50.3408,-72.2768,0.37,76,100,0.89,AR,1684897252
385,margate,51.3813,1.3862,10.39,82,100,0.56,GB,1684897120
386,constantia,44.1833,28.65,13.38,84,60,2.28,RO,1684897037
387,vaasa,63.096,21.6158,9.97,75,0,4.02,FI,1684897253
388,bria,6.5423,21.9863,21.71,81,87,1.39,CF,1684897206
389,easton,40.6884,-75.2207,15.14,75,23,0.89,US,1684897037
390,malabar,-33.9667,151.25,20.44,46,9,3.09,AU,1684897254
391,owen sound,44.5672,-80.9435,15.23,80,53,0.45,CA,1684897254
392,princeville,45.7668,-61.2985,5.79,86,4,1.03,CA,1684897254
393,petauke,-14.2426,31.3253,16.6,73,32,1.0,ZM,1684897255
394,vila velha,-20.3297,-40.2925,20.97,99,75,1.54,BR,1684897250
395,viedma,-40.8135,-62.9967,13.03,79,100,3.0,AR,1684897255
396,ko pha ngan,9.7578,100.0291,28.38,75,98,5.78,TH,1684897255
397,alo,7.4178,6.7371,24.9,92,100,1.41,NG,1684897169
398,tomatlan,19.9333,-105.25,24.67,74,100,1.08,MX,1684897256
399,caleta de carquin,-11.0925,-77.6267,20.88,83,63,6.16,PE,1684897256
400,east london,-33.0153,27.9116,15.43,48,4,2.05,ZA,1684897051
401,arteche,12.2645,125.4048,31.34,61,75,2.54,PH,1684897112
402,okha,53.5739,142.9478,6.2,72,100,7.4,RU,1684897257
403,port-gentil,-0.7193,8.7815,26.36,84,99,3.54,GA,1684897257
404,izhmorskiy,56.194,86.6414,10.45,48,100,5.67,RU,1684897257
405,saint-louis,16.3333,-15.0,26.9,31,83,5.59,SN,1684897258
406,vernon,50.2581,-119.2691,15.89,70,96,1.79,CA,1684896992
407,krasnokamensk,50.0979,118.0369,19.45,25,99,5.49,RU,1684897258
408,lillehammer,61.1146,10.4674,4.91,98,77,1.47,NO,1684897258
409,spring creek,40.7266,-115.5859,14.83,81,99,0.86,US,1684897259
410,papao,-17.75,-149.55,27.82,81,98,5.05,PF,1684897157
411,trairi,-3.2778,-39.2689,23.09,98,43,2.22,BR,1684897259
412,berber,18.0216,33.983,28.36,49,1,2.91,SD,1684897259
413,south kingstown,41.4562,-71.5395,11.4,74,34,0.86,US,1684897259
414,griffith,41.5284,-87.4237,21.61,48,0,0.0,US,1684897260
415,happy valley-goose bay,53.3168,-60.3315,11.17,40,75,5.14,CA,1684897134
416,constitucion,-35.3333,-72.4167,13.05,85,100,3.21,CL,1684897229
417,altay,47.8667,88.1167,16.2,32,0,1.54,CN,1684897032
418,cody,44.5263,-109.0565,16.34,73,75,4.02,US,1684897261
419,zahedan,29.4963,60.8629,16.95,72,0,3.09,IR,1684897261
420,andovoranto,-18.95,49.1,18.69,99,79,0.65,MG,1684897261
421,paka,4.6374,103.4368,30.96,74,20,2.06,MY,1684897262
422,eyl,7.9803,49.8164,27.15,74,87,3.28,SO,1684897262
423,yaring,6.8662,101.3689,36.27,66,57,4.68,TH,1684897262
424,lae,-6.7221,146.9847,30.05,64,99,1.74,PG,1684897263
425,vilani,56.5525,26.9245,12.0,74,91,1.33,LV,1684897263
426,outjo,-20.1167,16.15,16.32,31,0,1.78,NA,1684897263
427,ulsteinvik,62.3432,5.8487,13.32,75,100,8.94,NO,1684897263
428,kangasniemi,61.9936,26.6479,8.01,77,5,1.41,FI,1684897264
429,sumbawa besar,-8.5,117.4333,31.06,51,4,2.39,ID,1684897264
430,tamanrasset,22.785,5.5228,21.95,23,0,3.09,DZ,1684897265
431,leribe,-28.8718,28.045,5.22,66,8,0.92,LS,1684897265
432,lingen,52.5167,7.3167,7.75,1,0,3.6,DE,1684897265
433,revda,56.801,59.9303,18.87,45,11,1.0,RU,1684897265
434,berbera,10.4396,45.0143,28.98,59,98,2.64,SO,1684897266
435,dunedin,-45.8742,170.5036,11.56,61,17,2.24,NZ,1684897266
436,kanodar,24.1,72.3833,30.19,57,29,5.66,IN,1684897266
437,yatou,37.15,122.3833,24.76,32,100,6.83,CN,1684897266
438,kandi,11.1342,2.9386,27.68,67,100,2.42,BJ,1684897267
439,puerto escondido,15.85,-97.0667,28.85,77,2,2.82,MX,1684897267
440,waingapu,-9.6567,120.2641,28.65,63,39,4.33,ID,1684897268
441,dwarka,22.2394,68.9678,28.96,79,0,8.61,IN,1684897095
442,al ghayzah,16.2079,52.176,28.88,74,55,3.11,YE,1684897268
443,uliastay,47.7417,96.8444,10.17,37,28,4.24,MN,1684897269
444,vorkuta,67.5,64.0,11.18,53,16,3.6,RU,1684897170
445,port augusta,-32.5,137.7667,20.54,31,56,8.51,AU,1684897269
446,lompoc,34.6391,-120.4579,15.99,83,100,2.57,US,1684897076
447,pala,9.3642,14.9046,25.55,72,97,3.29,TD,1684897269
448,lorengau,-2.0226,147.2712,25.16,91,100,4.14,PG,1684897270
449,burela de cabo,43.65,-7.4,14.07,94,56,5.2,ES,1684897270
450,broken hill,-31.95,141.4333,19.33,24,5,6.32,AU,1684897167
451,tralee,52.2704,-9.7026,9.04,96,76,0.74,IE,1684897270
452,tandalti,13.0167,31.8667,28.82,12,0,3.3,SD,1684897271
453,horta,38.5333,-28.6333,16.12,84,92,4.02,PT,1684897177
454,acarau,-2.8856,-40.12,25.49,87,34,4.67,BR,1684897158
455,dolneni,41.4253,21.4547,10.43,83,7,1.19,MK,1684897271
456,achinsk,56.2694,90.4993,10.28,42,15,7.05,RU,1684897272
457,callao,-12.0667,-77.15,23.18,78,100,6.69,PE,1684897272
458,lospalos,-8.5186,127.0025,25.77,76,61,5.21,TL,1684897272
459,keflavik,64.0049,-22.5624,6.24,56,75,19.03,IS,1684897028
460,micheweni,-4.9667,39.8333,25.29,85,29,3.96,TZ,1684897273
461,machico,32.7,-16.7667,18.73,82,40,1.54,PT,1684897157
462,colesberg,-30.72,25.0972,9.17,34,61,1.99,ZA,1684897043
463,guerrero negro,27.9769,-114.0611,16.07,80,0,6.04,MX,1684897273
464,ha'il,27.5219,41.6907,25.01,27,0,2.06,SA,1684897274
465,fairmont,39.4851,-80.1426,17.39,74,27,1.58,US,1684897274
466,tenango de las flores,20.2058,-97.9881,17.81,94,80,0.94,MX,1684897274
467,broome,42.2506,-75.833,16.68,84,5,2.1,US,1684897084
468,santiago de cao,-7.9589,-79.2392,23.07,88,100,5.14,PE,1684897275
469,muroto-misakicho,33.2833,134.15,19.22,51,2,1.11,JP,1684897275
470,katpur,21.05,71.7833,29.98,62,0,3.86,IN,1684897275
471,ebon,4.582,168.6964,27.45,79,95,4.71,MH,1684897159
472,aras-asan,8.8908,126.3033,29.81,68,100,1.72,PH,1684897276
473,tulun,54.5611,100.5792,6.19,70,95,7.61,RU,1684897276
474,an nuhud,12.7,28.4333,27.28,36,3,3.89,SD,1684897277
475,la foa,-21.7108,165.8276,23.48,56,46,7.26,NC,1684897145
476,aksu,41.1231,80.2644,22.32,28,100,4.04,CN,1684897277
477,sitia,35.2,26.0986,17.77,85,13,3.77,GR,1684897277
478,brokopondo,4.75,-55.1667,25.27,90,100,2.99,SR,1684897137
479,staufenberg,50.6667,8.7167,7.09,82,14,2.24,DE,1684897278
480,tocopilla,-22.092,-70.1979,18.35,74,8,4.15,CL,1684897278
481,akhmet'a,42.0311,45.2075,16.29,80,0,1.75,GE,1684897279
482,axim,4.8699,-2.2405,25.98,90,82,1.9,GH,1684897279
483,san ignacio de velasco,-16.3667,-60.95,21.07,91,9,1.4,BO,1684897279
484,thunder bay,48.4001,-89.3168,9.99,76,100,2.57,CA,1684896795
485,sao francisco,-15.9486,-44.8644,19.77,62,100,1.87,BR,1684897280
486,burgas,42.5061,27.4678,13.06,94,40,0.51,BG,1684897280
487,sinjai,-5.1241,120.253,29.01,70,64,1.85,ID,1684897280
488,romorantin-lanthenay,47.4167,1.8333,9.81,81,0,2.06,FR,1684897281
489,palangkaraya,-2.2,113.8333,29.92,69,93,0.61,ID,1684897281
490,sandnessjoen,66.0217,12.6316,9.25,66,92,2.24,NO,1684897281
491,tibro,58.4245,14.1616,8.76,94,4,1.13,SE,1684897282
492,severo-yeniseyskiy,60.3725,93.0408,2.05,72,99,5.73,RU,1684897282
493,tibati,6.4667,12.6333,19.6,98,75,1.39,CM,1684897282
494,masterton,-40.9597,175.6575,11.13,89,100,2.88,NZ,1684897080
495,golfito,8.639,-83.166,24.86,92,100,1.29,CR,1684897283
496,gisborne,-38.6533,178.0042,15.12,79,57,6.1,NZ,1684897283
497,gwanda,-20.9333,29.0,12.99,89,0,2.11,ZW,1684897283
498,gaspe,48.8334,-64.4819,8.12,61,20,4.12,CA,1684897217
499,chinchilla,-26.75,150.6333,21.71,25,0,1.56,AU,1684897284
500,derzhavinsk,51.1,66.3167,19.68,37,13,3.3,KZ,1684897284
501,tallahassee,30.4383,-84.2807,21.72,93,99,0.89,US,1684897077
502,berezovo,63.9381,65.0419,15.35,63,40,1.61,RU,1684897284
503,phek,25.6667,94.5,20.96,67,95,0.33,IN,1684897285
504,bafq,31.6128,55.4107,28.74,18,65,1.27,IR,1684897285
505,geraldton,-28.7667,114.6,21.23,73,75,2.57,AU,1684897131
506,camiri,-20.05,-63.5167,21.51,87,100,1.83,BO,1684897285
507,hobbs,32.7026,-103.136,25.59,30,0,4.12,US,1684897286
508,bodaybo,57.8506,114.1933,11.77,54,100,1.3,RU,1684897286
509,nadvoitsy,63.8667,34.3167,11.78,75,4,2.57,RU,1684897286
510,sinop,41.7711,34.8709,12.11,94,96,1.23,TR,1684897287
511,zyryanskoye,56.8306,86.6258,10.81,43,100,5.59,RU,1684897287
512,necochea,-38.5473,-58.7368,16.36,91,100,3.33,AR,1684897287
513,dieppe,49.75,1.1667,6.85,93,100,2.87,FR,1684897029
514,kirakira,-10.4544,161.9205,29.43,75,80,2.64,SB,1684897288
515,altai,46.3722,96.2583,6.1,52,71,6.16,MN,1684897288
516,dalai,45.5,124.3,29.86,15,8,9.25,CN,1684897288
517,basoko,1.2391,23.616,21.83,86,72,0.91,CD,1684897289
518,mili,6.0815,171.735,27.54,80,80,4.48,MH,1684897173
519,bastia,42.6667,9.3333,16.83,83,0,1.54,FR,1684897289
520,n'djamena,12.1067,15.0444,30.16,46,58,3.68,TD,1684897290
521,east ballina,-28.8667,153.5833,21.56,62,0,1.99,AU,1684897126
522,vavoua,7.3819,-6.4778,22.37,98,31,1.3,CI,1684897290
523,wildwood,38.5828,-90.6629,22.9,86,20,0.0,US,1684897290
524,along,28.1667,94.7667,28.06,64,100,0.18,IN,1684897148
525,ayancik,41.9447,34.5861,14.97,91,84,0.86,TR,1684897291
526,kenora,49.8167,-94.4337,12.54,62,100,4.63,CA,1684897121
527,jabor,5.921,169.6434,28.21,76,20,4.67,MH,1684897291
528,jiagedaqi,50.4167,124.1167,22.93,24,100,2.18,CN,1684897292
529,novyy urengoy,66.0833,76.6333,3.82,68,35,2.12,RU,1684897292
530,zhezqazghan,47.7833,67.7667,18.32,42,0,6.0,KZ,1684897047
531,nakamura,32.9833,132.9333,21.69,44,3,2.39,JP,1684897293
532,ancud,-41.8697,-73.8203,9.36,86,100,11.1,CL,1684897108
533,okhotsk,59.3833,143.3,6.81,58,1,4.53,RU,1684897125
534,cascais,38.6979,-9.4215,18.62,84,90,5.81,PT,1684897293
535,saint-francois,46.4154,3.9054,10.69,93,100,0.51,FR,1684897294
536,tazovsky,67.4667,78.7,2.34,74,100,2.85,RU,1684897097
537,novodvinsk,64.4165,40.8122,14.12,88,100,3.12,RU,1684897142
538,paidha,2.4167,30.9855,15.79,94,73,1.65,UG,1684897294
539,kone,-21.0595,164.8658,25.74,44,19,4.67,NC,1684897294
540,rey bouba,8.6724,14.1786,25.86,72,95,2.09,CM,1684897295
541,illizi,26.4833,8.4667,23.89,16,97,1.75,DZ,1684897295
542,new richmond,45.123,-92.5366,21.63,82,0,2.57,US,1684897295
543,polyarnyy,69.1989,33.4478,11.9,73,51,4.64,RU,1684897092
544,tanque verde,32.2517,-110.7373,30.92,12,0,2.24,US,1684897296
545,otofuke,42.9917,143.2003,14.53,47,100,3.67,JP,1684897296
546,vadso,70.0744,29.7487,7.49,87,75,5.66,NO,1684897296
547,mugumu,-1.85,34.7,13.65,94,4,1.85,TZ,1684897296
548,tyukhtet,56.5389,89.3011,11.12,38,8,5.7,RU,1684897296
549,newman,37.3138,-121.0208,23.99,47,0,3.13,US,1684897138
550,xylofagou,34.9772,33.8492,17.68,93,0,0.27,CY,1684897297
551,punta del este,-34.9667,-54.95,20.54,83,0,3.09,UY,1684897287
552,nieuw amsterdam,5.8833,-55.0833,26.68,89,100,3.27,SR,1684897175
553,shetpe,44.1667,52.1167,22.81,47,0,5.97,KZ,1684897298
554,la jolla,32.8473,-117.2742,17.11,86,100,3.09,US,1684897071
555,morehead city,34.7229,-76.726,18.03,85,100,7.2,US,1684897298
556,guayaramerin,-10.8368,-65.3614,23.46,92,44,1.06,BO,1684897298
557,zharkent,44.1628,80.0,18.58,38,33,2.87,KZ,1684897299
558,flin flon,54.7682,-101.865,10.1,37,100,4.32,CA,1684897299
559,sampit,-2.5333,112.95,30.06,66,96,1.65,ID,1684897299
560,maru,12.3342,6.4057,29.83,53,85,4.89,NG,1684897299
561,qarqaraly,49.4058,75.4742,15.49,34,6,3.78,KZ,1684897300
